scenario,scenario_label,replicate,seed,step,total_output,mean_farmer_profit_before_subsidy,mean_farmer_profit_after_subsidy,mean_farmer_subsidy,avg_environment,avg_quality,share_I,share_O,share_S,clustering_IS
policy_conversion,Policy: conversion subsidy,1,67,9,194.09682920237213,1.9464908487265598,2.56249084872656,0.616,0.059125000000000025,0.5233351224296233,0.245,0.615,0.14,0.9741379310344828
policy_conversion,Policy: conversion subsidy,1,67,10,193.69827039639435,1.9157599821131124,2.566426648779779,0.6506666666666667,0.07542500000000003,0.5248436224296233,0.22,0.65,0.13,0.9904761904761905
policy_conversion,Policy: conversion subsidy,1,67,11,193.92023925197554,1.8991433677807272,2.555143367780727,0.6560000000000001,0.09145000000000005,0.5266726224296232,0.2225,0.65,0.1275,0.9753694581280788
policy_conversion,Policy: conversion subsidy,1,67,12,228.2064454235829,2.1578162696832814,2.3071496030166148,0.14933333333333335,0.06715000000000003,0.5280156224296232,0.72,0.17,0.11,0.9853211009174312
policy_conversion,Policy: conversion subsidy,1,67,13,198.4728851121406,1.8766957327476983,2.562029066081032,0.6853333333333335,0.08167500000000005,0.5296491224296233,0.23,0.6725,0.0975,0.9709302325581395
policy_conversion,Policy: conversion subsidy,1,67,14,196.96513738878687,1.8581194232586897,2.5754527565920236,0.7173333333333333,0.09800000000000005,0.5316091224296232,0.2075,0.695,0.0975,1.0
policy_conversion,Policy: conversion subsidy,1,67,15,196.80368954726973,1.8447431446277978,2.570076477961131,0.7253333333333334,0.11465000000000007,0.5339021224296232,0.2025,0.7025,0.095,0.9784172661870504
policy_conversion,Policy: conversion subsidy,1,67,16,230.08740901882177,2.1272001161504988,2.3432001161504985,0.21600000000000005,0.0920000000000001,0.5357421224296232,0.69,0.225,0.085,0.9878542510121457
policy_conversion,Policy: conversion subsidy,1,67,17,201.50852374290886,1.8372441507935873,2.5705774841269204,0.7333333333333336,0.10472500000000001,0.5378366224296233,0.225,0.7025,0.0725,0.9461538461538461
policy_conversion,Policy: conversion subsidy,1,67,18,199.36485528586965,1.8120544152672053,2.6040544152672056,0.792,0.11835000000000002,0.5402036224296232,0.1775,0.755,0.0675,0.9595959595959596
policy_conversion,Policy: conversion subsidy,1,67,19,198.51338330164668,1.8009872536050866,2.6169872536050867,0.8160000000000001,0.13345,0.5428726224296233,0.1575,0.7775,0.065,0.975609756097561
policy_conversion,Policy: conversion subsidy,1,67,20,231.2667552314853,2.1210200082222266,2.4410200082222264,0.3200000000000001,0.11077500000000008,0.5450881224296232,0.6325,0.3075,0.06,0.9835680751173709
policy_conversion,Policy: conversion subsidy,1,67,21,205.00995355974018,1.861924451756511,2.6352577850898444,0.7733333333333333,0.12350000000000005,0.5475581224296233,0.2175,0.73,0.0525,0.9306930693069307
policy_conversion,Policy: conversion subsidy,1,67,22,203.83197323843976,1.8587381620281147,2.680071495361447,0.8213333333333335,0.139175,0.5503416224296233,0.18,0.7725,0.0475,0.922077922077922
policy_conversion,Policy: conversion subsidy,1,67,23,206.48333364560975,1.892801521540309,2.714134854873642,0.8213333333333335,0.15395000000000006,0.5534206224296233,0.1875,0.775,0.0375,0.9344262295081968
policy_conversion,Policy: conversion subsidy,1,67,24,237.48030580010237,2.2323122848210915,2.6056456181544254,0.3733333333333334,0.13412500000000008,0.5561031224296233,0.6175,0.35,0.0325,0.9844961240310077
policy_conversion,Policy: conversion subsidy,1,67,25,214.3593524479345,2.0161628202286535,2.7708294868953214,0.7546666666666667,0.14250000000000004,0.5589531224296234,0.2625,0.7075,0.03,0.9782608695652174
policy_results,Policy: results subsidy,1,67,0,247.65581876621914,1.6582524349127117,1.6582524349127117,0.0,0.0,0.5159496224296233,1.0,0.0,0.0,1.0
policy_results,Policy: results subsidy,1,67,1,214.0240831671332,2.2566352060792463,2.272395206079246,0.01576,-0.021225000000000004,0.5155251224296232,0.72,0.0675,0.2125,0.9494799405646359
policy_results,Policy: results subsidy,1,67,2,213.6930631671332,2.242829206079245,2.274349206079246,0.03152,-0.04245000000000001,0.5146761224296232,0.72,0.0675,0.2125,0.9494799405646359
policy_results,Policy: results subsidy,1,67,3,213.0310231671332,2.215217206079245,2.262497206079246,0.04728,-0.063675,0.5134026224296232,0.72,0.0675,0.2125,0.9494799405646359
policy_results,Policy: results subsidy,1,67,4,212.85134224030756,2.1747679991888074,2.237061332522141,0.06229333333333334,-0.08505000000000001,0.5117016224296232,0.72,0.0725,0.2075,0.9506726457399103
policy_results,Policy: results subsidy,1,67,5,212.37792652036384,2.122364551297541,2.1987112179642074,0.07634666666666669,-0.106575,0.5095701224296232,0.72,0.0775,0.2025,0.9487951807228916
policy_results,Policy: results subsidy,1,67,6,211.05666617647773,2.058379358576311,2.1478193585763106,0.08944,-0.12744999999999998,0.5070211224296233,0.71,0.0925,0.1975,0.9367283950617284
policy_results,Policy: results subsidy,1,67,7,209.03950786135275,1.9865164125851194,2.0868097459184525,0.10029333333333333,-0.14740000000000003,0.5040731224296232,0.6975,0.1075,0.195,0.892018779342723
policy_results,Policy: results subsidy,1,67,8,205.9691252302351,1.90755482375681,2.0168881570901425,0.10933333333333331,-0.16659999999999997,0.5007411224296232,0.69,0.11,0.2,0.8939873417721519
policy_results,Policy: results subsidy,1,67,9,200.62050452184752,1.8211639597281077,1.938283959728108,0.11712000000000002,-0.18395,0.4970621224296232,0.6725,0.1125,0.215,0.8678343949044586
policy_results,Policy: results subsidy,1,67,10,195.9291326651479,1.7270486485459062,1.8511286485459062,0.12408000000000002,-0.20012499999999997,0.49305962242962326,0.6625,0.11,0.2275,0.8564593301435407
policy_results,Policy: results subsidy,1,67,11,193.30957698950343,1.6266124055012112,1.7556790721678779,0.12906666666666664,-0.21557499999999993,0.48874812242962323,0.6525,0.1225,0.225,0.8476499189627229
policy_results,Policy: results subsidy,1,67,12,184.69428466467167,1.5224998939526004,1.6571132272859341,0.13461333333333336,-0.22739999999999994,0.4842001224296231,0.6175,0.13,0.2525,0.8253706754530478
policy_results,Policy: results subsidy,1,67,13,177.74595706891,1.4194604638531623,1.5581804638531622,0.13872000000000007,-0.2361,0.4794781224296231,0.585,0.145,0.27,0.8151260504201681
policy_results,Policy: results subsidy,1,67,14,168.12964566048544,1.3152450342081405,1.4591917008748072,0.14394666666666672,-0.24114999999999998,0.4746551224296232,0.5525,0.1425,0.305,0.8190954773869347
policy_results,Policy: results subsidy,1,67,15,161.0194693980152,1.2111285239770169,1.3603018573103502,0.14917333333333344,-0.24392499999999998,0.46977662242962326,0.5325,0.14,0.3275,0.8089700996677741
policy_results,Policy: results subsidy,1,67,16,150.79307758925222,1.1105087751561533,1.2649087751561534,0.15440000000000004,-0.24309999999999996,0.4649146224296232,0.5025,0.13,0.3675,0.8108552631578947
policy_results,Policy: results subsidy,1,67,17,142.17867950397905,1.017343278022744,1.1754499446894109,0.15810666666666673,-0.2407500000000001,0.46009962242962316,0.4775,0.1225,0.4,0.8246753246753247
policy_results,Policy: results subsidy,1,67,18,139.85818359556256,0.9357568493907867,1.0919168493907867,0.15616000000000002,-0.24160000000000004,0.4552676224296232,0.485,0.11,0.405,0.8069620253164557
policy_results,Policy: results subsidy,1,67,19,128.4949746971112,0.8556292223076013,1.0109625556409345,0.15533333333333335,-0.23740000000000006,0.4505196224296232,0.4375,0.1125,0.45,0.7996794871794872
policy_results,Policy: results subsidy,1,67,20,120.24237939112568,0.7876377525234516,0.9413444191901181,0.15370666666666663,-0.23132499999999998,0.4458931224296232,0.435,0.0725,0.4925,0.812874251497006
policy_results,Policy: results subsidy,1,67,21,115.20480094936494,0.731028021446178,0.8841480214461779,0.15311999999999998,-0.21430000000000005,0.4416071224296232,0.4225,0.065,0.5125,0.8204747774480712
policy_results,Policy: results subsidy,1,67,22,107.11663729333715,0.6828127397100449,0.8360927397100449,0.15328000000000003,-0.19445,0.4377181224296232,0.3925,0.06,0.5475,0.8132352941176471
policy_results,Policy: results subsidy,1,67,23,107.33330113906064,0.649568665990292,0.8026086659902919,0.15303999999999995,-0.17469999999999997,0.4342241224296232,0.3825,0.08,0.5375,0.816793893129771
policy_results,Policy: results subsidy,1,67,24,103.75757061715035,0.6227960379617671,0.7767693712951002,0.15397333333333332,-0.15452499999999997,0.43113362242962316,0.3775,0.0675,0.555,0.8137108792846498
policy_results,Policy: results subsidy,1,67,25,95.91335031427943,0.6041426827752271,0.7624360161085605,0.15829333333333337,-0.13172499999999995,0.4284991224296232,0.34,0.07,0.59,0.8042168674698795
market,Market,2,68,0,193.03723450812643,-0.5895520914104683,-0.5895520914104683,0.0,0.0,0.4021609052252634,1.0,0.0,0.0,1.0
market,Market,2,68,1,109.53763443292166,0.9269183301593477,0.9269183301593477,0.0,0.016475,0.4024904052252634,0.38,0.0575,0.5625,0.924198250728863
market,Market,2,68,2,108.68853614254535,0.9198645332537867,0.9198645332537867,0.0,0.033424999999999996,0.4031589052252634,0.375,0.06,0.565,0.9282576866764275
market,Market,2,68,3,109.38927077955418,0.9060504285867912,0.9060504285867912,0.0,0.04982499999999998,0.40415540522526344,0.38,0.06,0.56,0.9237536656891495
market,Market,2,68,4,111.63005495528385,0.8857758674346433,0.8857758674346433,0.0,0.065175,0.4054589052252634,0.3875,0.0675,0.545,0.9196428571428571
market,Market,2,68,5,112.96165261252705,0.8608791708105865,0.8608791708105865,0.0,0.07962499999999999,0.4070514052252634,0.395,0.07,0.535,0.9147982062780269
market,Market,2,68,6,114.81477843577754,0.8316823309451815,0.8316823309451815,0.0,0.09269999999999999,0.4089054052252634,0.4075,0.07,0.5225,0.8956780923994039
market,Market,2,68,7,112.27286260824573,0.7995350615515413,0.7995350615515413,0.0,0.10732499999999998,0.4110519052252634,0.39,0.0825,0.5275,0.8610687022900764
market,Market,2,68,8,115.19368924619376,0.7665667588480826,0.7665667588480826,0.0,0.1195,0.4134419052252635,0.415,0.0725,0.5125,0.8273273273273273
market,Market,2,68,9,121.98655602078895,0.7348442916422865,0.7348442916422865,0.0,0.12775000000000003,0.41599690522526345,0.45,0.075,0.475,0.8150375939849624
market,Market,2,68,10,127.21347979672034,0.707307564899289,0.707307564899289,0.0,0.13362500000000005,0.4186694052252634,0.4675,0.09,0.4425,0.8129829984544049
market,Market,2,68,11,126.57711508808272,0.6846374136055147,0.6846374136055147,0.0,0.1395000000000001,0.42145940522526343,0.4675,0.09,0.4425,0.7972136222910217
market,Market,2,68,12,128.94909633352665,0.6662202027072329,0.6662202027072329,0.0,0.1441250000000001,0.4243419052252634,0.4775,0.095,0.4275,0.7984375
market,Market,2,68,13,128.946551221214,0.6531037802852707,0.6531037802852707,0.0,0.14920000000000008,0.4273259052252634,0.47,0.1075,0.4225,0.8089171974522293
market,Market,2,68,14,132.25586010408816,0.647034806352394,0.647034806352394,0.0,0.15170000000000008,0.43035990522526346,0.4975,0.0925,0.41,0.8102643856920684
market,Market,2,68,15,132.73191779622232,0.6498346606735843,0.6498346606735843,0.0,0.15360000000000007,0.4334319052252634,0.505,0.085,0.41,0.8003072196620584
market,Market,2,68,16,132.04236504585774,0.6588179111140084,0.6588179111140084,0.0,0.15585000000000007,0.43654890522526346,0.5025,0.0825,0.415,0.8082191780821918
market,Market,2,68,17,140.62246663080535,0.6701726051281764,0.6701726051281764,0.0,0.15040000000000003,0.4395569052252634,0.5425,0.0825,0.375,0.8076335877862595
market,Market,2,68,18,137.39352681109563,0.6859842850916518,0.6859842850916518,0.0,0.141675,0.4423904052252634,0.5175,0.0925,0.39,0.7981366459627329
market,Market,2,68,19,135.87447786548756,0.7099841967823987,0.7099841967823987,0.0,0.13335,0.4450574052252634,0.525,0.0675,0.4075,0.7979197622585439
market,Market,2,68,20,136.75577156151627,0.7380189157767489,0.7380189157767489,0.0,0.12475000000000001,0.4475524052252634,0.5425,0.045,0.4125,0.8097281831187411
market,Market,2,68,21,134.6490774401867,0.7703649312191595,0.7703649312191595,0.0,0.12050000000000002,0.4499624052252635,0.5375,0.0325,0.43,0.7966573816155988
market,Market,2,68,22,138.64841533426758,0.8055161878347178,0.8055161878347178,0.0,0.11452500000000003,0.45225290522526346,0.5525,0.0325,0.415,0.803072625698324
market,Market,2,68,23,140.28873319701594,0.8381393158928446,0.8381393158928446,0.0,0.10942500000000002,0.4544414052252634,0.5475,0.045,0.4075,0.8115107913669065
market,Market,2,68,24,143.84285502238987,0.8674981909999949,0.8674981909999949,0.0,0.10317500000000003,0.4565049052252634,0.565,0.04,0.395,0.818830242510699
market,Market,2,68,25,144.38338453640168,0.8991385308520845,0.8991385308520845,0.0,0.09745000000000001,0.4584539052252634,0.5625,0.0425,0.395,0.7757142857142857
policy_conversion,Policy: conversion subsidy,2,68,0,193.03723450812643,-0.5895520914104683,-0.5895520914104683,0.0,0.0,0.4021609052252634,1.0,0.0,0.0,1.0
policy_conversion,Policy: conversion subsidy,2,68,1,119.68275343835533,0.643922643588032,1.259922643588032,0.616,0.035525,0.40287140522526343,0.065,0.5775,0.3575,1.0
policy_conversion,Policy: conversion subsidy,2,68,2,119.59589827233691,0.6450491039412817,1.2637157706079483,0.6186666666666666,0.07125000000000001,0.4042964052252634,0.0625,0.58,0.3575,1.0
policy_conversion,Policy: conversion subsidy,2,68,3,119.7850182723369,0.6526984372746146,1.2713651039412812,0.6186666666666666,0.106975,0.4064359052252634,0.0625,0.58,0.3575,1.0
policy_conversion,Policy: conversion subsidy,2,68,4,111.30669699533433,0.9399910701736037,0.9453244035069371,0.005333333333333333,0.12282499999999999,0.40889240522526343,0.385,0.06,0.555,0.9192364170337739
policy_conversion,Policy: conversion subsidy,2,68,5,94.01299769265907,0.7824723708555005,1.1264723708555004,0.34400000000000003,0.16297499999999998,0.4121519052252634,0.0775,0.3775,0.545,0.9784688995215312
policy_conversion,Policy: conversion subsidy,2,68,6,97.26463345910872,0.782786663408167,1.1401199967415003,0.35733333333333334,0.202325,0.41619840522526347,0.08,0.395,0.525,0.9751243781094527
policy_conversion,Policy: conversion subsidy,2,68,7,101.1088164621903,0.7813284891126131,1.1599951557792798,0.37866666666666665,0.24060000000000004,0.42101040522526345,0.085,0.4125,0.5025,0.9541984732824428
policy_conversion,Policy: conversion subsidy,2,68,8,124.04441085292632,0.9547366464621984,1.0240699797955315,0.06933333333333334,0.2534,0.42607840522526347,0.395,0.125,0.48,0.9496644295302014
policy_conversion,Policy: conversion subsidy,2,68,9,109.51289383029129,0.7903177017532727,1.2116510350866063,0.42133333333333334,0.28925000000000006,0.43186340522526345,0.0975,0.4475,0.455,0.9194444444444444
policy_conversion,Policy: conversion subsidy,2,68,10,120.75932926320067,0.8056695017972505,1.2536695017972503,0.448,0.3209,0.4382814052252634,0.1275,0.4775,0.395,0.9066265060240963
policy_conversion,Policy: conversion subsidy,2,68,11,129.32117370937516,0.8129220907918875,1.3142554241252207,0.5013333333333334,0.3508500000000001,0.4452984052252635,0.13,0.525,0.345,0.9090909090909091
policy_conversion,Policy: conversion subsidy,2,68,12,155.77239324116945,1.0195311302427796,1.248864463576113,0.22933333333333333,0.3560500000000002,0.45241940522526347,0.4225,0.2775,0.3,0.9452954048140044
policy_conversion,Policy: conversion subsidy,2,68,13,141.7349238062024,0.882644501866726,1.461311168533393,0.5786666666666668,0.3850250000000001,0.46011990522526347,0.115,0.6125,0.2725,0.926605504587156
policy_conversion,Policy: conversion subsidy,2,68,14,151.5055932551492,0.9583126643987463,1.5236459977320795,0.5653333333333335,0.40875000000000006,0.4682949052252634,0.1675,0.595,0.2375,0.9111111111111111
policy_conversion,Policy: conversion subsidy,2,68,15,159.80998576950955,1.0158525112924284,1.6131858446257616,0.5973333333333334,0.4301500000000001,0.47689790522526343,0.1825,0.6175,0.2,0.9010416666666666
policy_conversion,Policy: conversion subsidy,2,68,16,179.09060289196486,1.259486563695295,1.6088198970286285,0.34933333333333333,0.43152500000000016,0.48552840522526336,0.43,0.3775,0.1925,0.9890710382513661
policy_conversion,Policy: conversion subsidy,2,68,17,167.53586696744208,1.1499101377977405,1.8299101377977414,0.6799999999999999,0.45057500000000006,0.4945399052252634,0.1575,0.6775,0.165,0.9333333333333333
policy_conversion,Policy: conversion subsidy,2,68,18,175.45827155648965,1.2773002822119486,1.9359669488786155,0.6586666666666667,0.4599000000000001,0.5037379052252634,0.2,0.655,0.145,0.9272727272727272
policy_conversion,Policy: conversion subsidy,2,68,19,181.09180799833254,1.3712354808181044,2.0379021474847714,0.6666666666666666,0.467725,0.5130924052252634,0.22,0.6475,0.1325,0.9477124183006536
policy_conversion,Policy: conversion subsidy,2,68,20,201.55255587518587,1.6506195556332803,2.085286222299947,0.4346666666666668,0.45690000000000014,0.5222304052252634,0.4575,0.425,0.1175,0.98125
policy_conversion,Policy: conversion subsidy,2,68,21,192.1112144798062,1.614269588616112,2.2996029219494454,0.6853333333333335,0.4642000000000001,0.5315144052252635,0.245,0.65,0.105,0.9155844155844156
policy_conversion,Policy: conversion subsidy,2,68,22,197.05392312700846,1.7670538789688812,2.4390538789688816,0.672,0.4703750000000001,0.5409219052252634,0.2625,0.6375,0.1,0.9759036144578314
policy_conversion,Policy: conversion subsidy,2,68,23,206.73879221026482,1.929553862923371,2.5428871962567046,0.6133333333333333,0.4709750000000001,0.5503414052252634,0.33,0.585,0.085,0.9738219895287958
policy_conversion,Policy: conversion subsidy,2,68,24,225.34674922130546,2.2164717327932433,2.6191383994599104,0.4026666666666668,0.4545000000000002,0.5594314052252635,0.5425,0.3825,0.075,0.9774647887323944
policy_conversion,Policy: conversion subsidy,2,68,25,217.32204189615086,2.2152627350483916,2.8259294017150585,0.6106666666666667,0.45377500000000004,0.5685069052252635,0.355,0.5775,0.0675,0.9595959595959596
policy_results,Policy: results subsidy,2,68,0,193.03723450812643,-0.5895520914104683,-0.5895520914104683,0.0,0.0,0.4021609052252634,1.0,0.0,0.0,1.0
policy_results,Policy: results subsidy,2,68,1,108.20487234742157,0.9268111263490213,0.9651311263490208,0.03832,0.017424999999999996,0.4025094052252635,0.37,0.0625,0.5675,0.9278350515463918
policy_results,Policy: results subsidy,2,68,2,108.04077234742158,0.9199611263490212,0.9966011263490219,0.07664,0.03484999999999999,0.4032064052252634,0.37,0.0625,0.5675,0.9278350515463918
policy_results,Policy: results subsidy,2,68,3,107.71257234742158,0.9062611263490211,1.0212211263490214,0.11496,0.05227499999999998,0.40425190522526344,0.37,0.0625,0.5675,0.9278350515463918
policy_results,Policy: results subsidy,2,68,4,108.30372802625078,0.8868151599910835,1.0392151599910835,0.1524,0.06914999999999999,0.40563490522526335,0.375,0.0625,0.5625,0.9234167893961709
policy_results,Policy: results subsidy,2,68,5,108.58262798853501,0.8627811514786843,1.0512078181453506,0.18842666666666677,0.0862,0.4073589052252634,0.37,0.075,0.555,0.9215686274509803
policy_results,Policy: results subsidy,2,68,6,110.01943587814287,0.8359676758785665,1.0578610092119003,0.22189333333333336,0.10215,0.40940190522526343,0.38,0.075,0.545,0.9064856711915535
policy_results,Policy: results subsidy,2,68,7,111.20588704571796,0.807807773902384,1.0607411072357171,0.25293333333333334,0.117725,0.4117564052252634,0.38,0.0875,0.5325,0.8876923076923077
policy_results,Policy: results subsidy,2,68,8,113.0994820647935,0.7781682339170726,1.0599549005837388,0.28178666666666674,0.13192500000000001,0.4143949052252634,0.3925,0.0875,0.52,0.8573619631901841
policy_results,Policy: results subsidy,2,68,9,117.6951927318048,0.7515671518645228,1.0574071518645232,0.30583999999999995,0.14317500000000002,0.4172584052252634,0.42,0.085,0.495,0.8216463414634146
policy_results,Policy: results subsidy,2,68,10,123.84586542095172,0.729884527511098,1.0548445275110983,0.3249600000000001,0.15137500000000007,0.42028590522526343,0.445,0.095,0.46,0.8098918083462133
policy_results,Policy: results subsidy,2,68,11,126.86918185458104,0.7149561459923993,1.0547428126590659,0.33978666666666657,0.1578500000000001,0.42344290522526346,0.46,0.0975,0.4425,0.796875
policy_results,Policy: results subsidy,2,68,12,127.47513242476236,0.7032221579464486,1.0568221579464492,0.35360000000000014,0.1639750000000001,0.4267224052252634,0.4625,0.1,0.4375,0.7990580847723705
policy_results,Policy: results subsidy,2,68,13,130.01378576304936,0.6997238523809994,1.0623638523809997,0.3626400000000002,0.1690500000000001,0.4301034052252634,0.47,0.1075,0.4225,0.8063492063492064
policy_results,Policy: results subsidy,2,68,14,131.0164712653393,0.7005055462132084,1.0708788795465414,0.3703733333333334,0.17377500000000012,0.4335789052252634,0.4725,0.11,0.4175,0.8144
policy_results,Policy: results subsidy,2,68,15,135.02483949019532,0.7114560199364305,1.0844426866030967,0.3729866666666668,0.17585000000000012,0.4370959052252634,0.5,0.0975,0.4025,0.8137715179968701
policy_results,Policy: results subsidy,2,68,16,137.21711444088294,0.7303790100914112,1.1033923434247452,0.37301333333333353,0.1763750000000001,0.4406234052252634,0.5175,0.085,0.3975,0.815267175572519
policy_results,Policy: results subsidy,2,68,17,139.9177630303132,0.7492878769957501,1.1170745436624174,0.36778666666666676,0.17167500000000005,0.4440569052252634,0.5375,0.0725,0.39,0.8176382660687593
policy_results,Policy: results subsidy,2,68,18,145.80942114570087,0.7731422432569123,1.1267422432569125,0.3536000000000001,0.15860000000000002,0.44722890522526343,0.5575,0.08,0.3625,0.8260211800302572
policy_results,Policy: results subsidy,2,68,19,137.69753610296868,0.8033272730032632,1.144207273003263,0.3408800000000001,0.151075,0.4502504052252634,0.5125,0.0825,0.405,0.8127853881278538
policy_results,Policy: results subsidy,2,68,20,139.16933860223685,0.8402773233416975,1.1669439900083642,0.3266666666666669,0.14195000000000002,0.4530894052252634,0.5425,0.045,0.4125,0.8101983002832861
policy_results,Policy: results subsidy,2,68,21,141.78752211570674,0.8806368185397234,1.1949301518730566,0.3142933333333334,0.13505000000000003,0.45579040522526343,0.5575,0.035,0.4075,0.8218793828892006
